DRUG_ID	ic50_pred	COSMIC_ID	LN_IC50
1007	-3.84271800000001	907280	-4.38
197	-2.90533033333333	907280	-2.76
11	-1.057878	907280	-1.35
3	-1.022094	907280	-0.77
87	-0.832482666666668	907280	-1.36
1016	-0.783293666666667	907280	-0.93
1261	-0.759505333333332	907280	-0.51
53	-0.515040666666668	907280	-0.55
1230	-0.484163666666667	907280	-0.55
312	-0.0709096666666666	907280	0.12
155	0.062852	907280	-0.32
153	0.416001666666667	907280	0.4
1529	0.808129333333332	907280	0.51
35	1.07855466666667	907280	0.87
1010	1.11371266666667	907280	1.08
1026	1.15291866666667	907280	1.13
1264	1.37315966666667	907280	1.46
1032	1.44912966666667	907280	1.54
1038	1.48482433333334	907280	1.11
1021	1.53940966666667	907280	1.18
166	1.64356433333333	907280	1.52
202	1.704101	907280	1.64
158	1.713866	907280	1.56
32	1.75901433333333	907280	1.54
171	1.88567066666666	907280	1.4
1023	1.89313866666667	907280	1.64
1262	1.91750166666666	907280	1.8
175	1.936169	907280	1.81
1049	1.972919	907280	1.82
1050	2.01457666666667	907280	1.44
1054	2.01633433333334	907280	1.57
277	2.11411366666667	907280	2.25
1046	2.135929	907280	2.18
1062	2.19147266666667	907280	1.58
150	2.19148300000001	907280	2.19
41	2.230027	907280	2.13
37	2.281949	907280	2.45
51	2.29272733333334	907280	2.47
52	2.299046	907280	2.48
185	2.329068	907280	2.17
1028	2.39573	907280	2.45
62	2.43658566666666	907280	2.15
127	2.48620133333333	907280	2.53
1192	2.50777333333333	907280	2.3
38	2.548132	907280	2.78
119	2.55008466666667	907280	2.48
1	2.57803500000001	907280	2.88
156	2.59209	907280	2.4
207	2.64023	907280	2.49
64	2.64035833333333	907280	2.86
6	2.674507	907280	2.85
1052	2.677034	907280	2.28
1061	2.725993	907280	2.42
34	2.73737233333334	907280	2.9
89	2.78468966666667	907280	2.9
1170	2.81641433333334	907280	2.47
249	2.83107500000001	907280	2.9
1029	2.84756966666667	907280	2.9
1005	2.90237666666667	907280	2.72
302	2.92727266666667	907280	2.67
298	2.93895666666666	907280	2.76
154	2.95732433333333	907280	3.15
1020	2.97361333333333	907280	2.79
1268	2.97578633333333	907280	2.81
106	2.995351	907280	2.84
333	3.011343	907280	2.63
186	3.01829833333334	907280	2.89
151	3.11561599999999	907280	3.06
1133	3.15505433333333	907280	2.78
63	3.18767966666667	907280	3.16
54	3.18777866666666	907280	3.37
1199	3.190717	907280	3.25
330	3.200876	907280	3.1
1017	3.242298	907280	3.42
1377	3.273921	907280	3.01
326	3.27978066666666	907280	3.02
1069	3.34220533333333	907280	3.27
1036	3.356819	907280	3.09
1047	3.38801366666666	907280	3.25
286	3.43650033333333	907280	3.42
221	3.43932366666666	907280	3.04
288	3.45414733333333	907280	3.27
1018	3.46346933333333	907280	3.52
56	3.481428	907280	3.78
1175	3.484284	907280	3.51
1009	3.486207	907280	3.46
177	3.50731300000001	907280	3.18
1371	3.55159500000001	907280	3.43
279	3.58798233333333	907280	3.56
271	3.599245	907280	3.86
55	3.600556	907280	3.72
1072	3.639901	907280	3.84
91	3.652409	907280	3.8
293	3.65326733333334	907280	3.22
1129	3.66717566666667	907280	3.66
290	3.691601	907280	3.52
1194	3.698884	907280	3.53
206	3.72056200000001	907280	3.88
1042	3.738395	907280	3.67
345	3.78873966666667	907280	3.59
1495	3.80306133333334	907280	3.95
1502	3.82646533333333	907280	3.58
238	3.84186533333333	907280	3.5
199	3.858865	907280	4.28
1067	3.86153033333334	907280	3.97
1039	3.928211	907280	3.83
192	3.94901866666666	907280	3.83
332	3.96231633333333	907280	4.12
172	3.97436933333334	907280	4.15
59	3.97483599999999	907280	4.05
304	3.99196533333334	907280	3.98
1033	4.00709033333334	907280	4.16
1259	4.03891866666667	907280	4.15
255	4.05900533333334	907280	4.17
110	4.06183933333334	907280	3.98
1043	4.06905633333333	907280	4.01
231	4.08566266666666	907280	3.83
309	4.09983933333333	907280	4.09
253	4.13851133333332	907280	4.56
176	4.170672	907280	3.94
1241	4.204335	907280	4.46
205	4.21538066666666	907280	4.33
230	4.22118200000001	907280	4.2
17	4.25097566666667	907280	4.17
1025	4.26523766666668	907280	4.4
71	4.27490366666666	907280	4.29
94	4.281978	907280	4.52
1378	4.57530666666667	907280	4.44
263	4.60800566666668	907280	4.88
147	4.673141	907280	4.58
341	4.83869633333333	907280	4.85
193	4.87830566666666	907280	4.79
266	5.05229066666667	907280	5.21
1375	5.09899199999999	907280	5.08
1114	6.39073933333334	907280	6.34
