DRUG_ID	ic50_pred	COSMIC_ID	LN_IC50
197	-3.15039866666667	905980	-3.47
208	-0.192542666666667	905980	0.09
1261	-0.00984133333333332	905980	-0.18
1230	0.106816	905980	0.09
312	0.689684666666666	905980	0.75
1008	1.00891533333333	905980	1.37
155	1.423505	905980	1.93
252	1.63940366666667	905980	1.26
158	1.89262866666667	905980	1.71
175	1.99785766666667	905980	1.62
1264	2.02868066666666	905980	2.16
166	2.22034433333333	905980	2.17
1038	2.22628833333333	905980	2.09
1046	2.244506	905980	2.21
185	2.363942	905980	2.04
1011	2.45276	905980	2.3
226	2.47500833333333	905980	2.16
202	2.47888733333333	905980	2.58
159	2.495506	905980	2.32
1192	2.56562733333333	905980	2.26
1091	2.57812966666667	905980	2.48
30	2.58696766666666	905980	2.3
1049	2.60297466666667	905980	2.45
1218	2.60441	905980	2.88
1023	2.653426	905980	2.75
41	2.67416	905980	2.24
1262	2.71164733333333	905980	2.8
277	2.727889	905980	2.9
52	2.78963300000001	905980	2.97
254	2.80583366666666	905980	3.02
154	2.84186466666667	905980	2.71
127	2.85403166666666	905980	3.01
249	2.87364933333334	905980	2.66
150	2.89421233333334	905980	2.96
1021	2.90391566666667	905980	3.74
156	2.916765	905980	2.86
171	2.945324	905980	3.2
1050	2.972408	905980	3.01
37	3.17825133333333	905980	3.35
1029	3.189923	905980	3.61
268	3.20512766666667	905980	3.17
1013	3.21480633333333	905980	3.3
1028	3.23490366666666	905980	3.28
6	3.291979	905980	3.68
1170	3.33854200000001	905980	3.2
1005	3.34737966666666	905980	3.29
1268	3.34803366666666	905980	3.36
34	3.48618666666667	905980	3.73
63	3.581029	905980	3.48
1072	3.59404	905980	3.57
1052	3.69188066666668	905980	3.97
203	3.72272466666667	905980	3.48
301	3.73868133333333	905980	3.48
1036	3.756525	905980	3.58
94	3.75797133333333	905980	3.52
272	3.77700166666666	905980	3.85
1143	3.79186066666666	905980	3.77
257	3.805424	905980	3.82
151	3.81109166666666	905980	3.62
1158	3.83550133333333	905980	3.71
310	3.88532833333333	905980	4.25
177	3.909866	905980	3.51
1175	3.96158666666667	905980	4.2
59	3.98482466666666	905980	3.78
1020	3.99389300000001	905980	3.89
330	3.99508233333334	905980	3.64
1030	4.006135	905980	3.94
1199	4.02622733333333	905980	4.1
281	4.039228	905980	4.09
273	4.11719666666667	905980	4.16
1025	4.156953	905980	3.99
91	4.19817966666667	905980	4.22
271	4.19889266666667	905980	4.28
255	4.20274466666667	905980	3.97
110	4.21797600000001	905980	4.13
292	4.23074166666666	905980	3.6
111	4.235016	905980	4.26
1129	4.24770133333334	905980	4.38
1194	4.24805133333333	905980	4.09
329	4.276344	905980	4.22
290	4.28242599999999	905980	3.79
309	4.28604666666667	905980	3.79
1039	4.29014666666667	905980	4.01
186	4.29931566666668	905980	4.69
238	4.32254533333334	905980	4.06
192	4.33349	905980	4.05
1017	4.35978466666667	905980	4.66
1061	4.36381633333333	905980	4.54
1018	4.36840966666667	905980	4.51
1033	4.38512366666668	905980	4.19
1047	4.39259733333333	905980	4.33
221	4.46936366666666	905980	4.1
1371	4.518735	905980	4.58
1067	4.52308533333333	905980	4.68
206	4.52913133333334	905980	4.63
293	4.530915	905980	4.43
263	4.53651366666666	905980	3.77
1495	4.58823266666667	905980	5.18
1043	4.66737466666666	905980	4.82
1502	4.76712866666666	905980	5.1
300	4.80306800000001	905980	5.21
1042	4.838301	905980	5.23
298	4.84148433333334	905980	5.14
345	4.85227533333334	905980	4.46
224	4.85795566666666	905980	4.77
253	4.87168833333334	905980	5
1009	4.87273	905980	5.23
258	4.87343633333333	905980	5.08
274	4.99859800000001	905980	4.9
286	5.024456	905980	5.23
333	5.03418266666667	905980	5.25
211	5.04782133333332	905980	5.37
231	5.06043966666668	905980	4.9
332	5.06064166666666	905980	5.25
205	5.07715366666666	905980	5.31
304	5.08374233333334	905980	5.15
265	5.25002433333333	905980	5.61
269	5.44787466666667	905980	5.53
147	5.464894	905980	5.82
341	5.47016066666667	905980	5.5
17	5.47909033333334	905980	5.63
275	5.50244500000001	905980	5.96
266	5.53298066666667	905980	5.41
230	5.56880633333333	905980	5.81
276	5.61130666666666	905980	5.77
193	5.783179	905980	6
1375	5.95352366666667	905980	6.28
179	5.99295000000001	905980	6.46
245	6.166749	905980	6.34
1001	9.00690233333334	905980	9.17
196	10.5724186666667	905980	10.88
