DRUG_ID	ic50_pred	COSMIC_ID	LN_IC50
1494	-1.22699	1298136	-1.34
1230	0.639489999999999	1298136	0.95
312	1.046546	1298136	1.41
155	1.09104633333334	1298136	0.91
158	2.128633	1298136	2
1527	2.428492	1298136	2.41
1498	2.46771533333334	1298136	2.47
1091	2.528339	1298136	2.39
1248	2.549656	1298136	2.81
1218	2.64600633333333	1298136	2.87
202	2.79891966666666	1298136	3.09
166	2.84799633333334	1298136	3.44
150	3.16287800000001	1298136	3.44
277	3.16615633333334	1298136	3.48
1192	3.202981	1298136	2.93
254	3.230515	1298136	3.49
1175	3.31504833333334	1298136	3.14
199	3.49255599999999	1298136	3.02
310	3.62837933333334	1298136	3.52
1129	3.69289066666667	1298136	3.41
1069	3.79925366666666	1298136	3.35
156	3.90223433333333	1298136	4.32
257	3.90977966666667	1298136	3.49
1194	3.92535466666666	1298136	3.3
203	3.955505	1298136	3.95
330	3.95671133333333	1298136	3.5
205	4.00413366666667	1298136	3.45
154	4.04876233333333	1298136	4.34
1219	4.06428533333333	1298136	4.56
261	4.13929566666667	1298136	4.2
298	4.265231	1298136	4.01
1170	4.29187433333333	1298136	4.33
271	4.33315033333333	1298136	4.31
281	4.33679433333334	1298136	4.51
1199	4.357585	1298136	4.5
286	4.38085300000001	1298136	4.13
186	4.38236399999999	1298136	4.85
1133	4.41899833333334	1298136	4.84
287	4.43850566666667	1298136	4.21
279	4.51097166666666	1298136	4.11
275	4.516545	1298136	3.99
211	4.54727933333333	1298136	4.37
292	4.675177	1298136	4.42
253	4.74093766666666	1298136	4.6
221	4.76633	1298136	4.94
206	4.790338	1298136	4.97
1241	4.805887	1298136	5.52
288	4.84889966666666	1298136	5.31
1243	4.871435	1298136	5.25
332	4.969252	1298136	4.86
302	4.98588433333333	1298136	5.22
1378	5.01602366666667	1298136	4.83
291	5.01716833333334	1298136	5.17
225	5.103799	1298136	5.47
245	5.13591199999999	1298136	4.87
255	5.19528633333334	1298136	5.69
326	5.19650833333333	1298136	5.51
176	5.20589333333333	1298136	4.89
269	5.22559233333333	1298136	5.47
263	5.26891066666666	1298136	5.67
231	5.29670933333334	1298136	5.16
258	5.34854699999999	1298136	5.58
304	5.35227033333334	1298136	5.69
333	5.42845166666667	1298136	5.8
265	5.43911799999999	1298136	5.68
290	5.51937	1298136	5.51
1236	5.52288833333333	1298136	5.66
192	5.66966200000001	1298136	6.21
147	5.682612	1298136	6.23
309	5.95565499999999	1298136	6.47
230	6.06403100000001	1298136	6.28
345	6.07110533333332	1298136	6.47
266	6.12951266666666	1298136	6.43
341	6.15901800000001	1298136	6.42
