DRUG_ID	ic50_pred	COSMIC_ID	LN_IC50
197	-2.81276266666667	1240209	-2.82
208	-0.407829666666667	1240209	-0.61
1261	0.147183333333333	1240209	0.47
312	0.160734	1240209	-0.05
1230	0.247590666666666	1240209	0.46
135	1.40515066666667	1240209	1.16
282	1.852857	1240209	1.4
1218	1.912478	1240209	1.57
1264	2.018209	1240209	2.08
1029	2.148191	1240209	1.84
1248	2.25274666666667	1240209	2.38
1026	2.25551266666666	1240209	2.55
1529	2.262184	1240209	2.64
277	2.359053	1240209	2.29
1046	2.57012333333333	1240209	2.74
171	2.57284	1240209	2.65
166	2.57770233333333	1240209	2.63
202	2.608183	1240209	2.93
150	2.662081	1240209	2.64
254	2.666874	1240209	2.8
1262	2.68151533333333	1240209	2.77
156	2.70581166666667	1240209	2.39
1050	2.718785	1240209	2.43
1268	3.020567	1240209	2.6
301	3.12484	1240209	2.85
1038	3.162535	1240209	3.6
178	3.18265399999999	1240209	2.81
1259	3.18402533333333	1240209	2.93
1133	3.20627633333334	1240209	2.88
273	3.21781966666667	1240209	2.74
1072	3.22684	1240209	3.02
257	3.231092	1240209	2.8
1052	3.233531	1240209	3.16
1219	3.28320366666667	1240209	2.97
154	3.35278566666666	1240209	3.53
1037	3.35749700000001	1240209	3.39
1495	3.412003	1240209	3.17
1199	3.57727633333334	1240209	3.48
1069	3.59246399999999	1240209	3.31
326	3.61929533333334	1240209	3.2
330	3.64582533333333	1240209	3.58
152	3.64986633333334	1240209	3.47
281	3.65521633333334	1240209	3.69
255	3.71784066666666	1240209	3.35
271	3.776837	1240209	3.81
186	3.83826766666667	1240209	3.67
1175	3.85057433333333	1240209	3.87
1377	3.85855266666666	1240209	3.86
329	4.00339866666668	1240209	3.7
207	4.04582499999999	1240209	4.35
211	4.05507033333333	1240209	3.79
333	4.12153133333334	1240209	3.72
332	4.14361899999999	1240209	3.8
293	4.14689766666667	1240209	4.14
298	4.18310299999999	1240209	4.1
275	4.19901466666666	1240209	4.06
263	4.24775666666666	1240209	3.56
206	4.265331	1240209	4.4
1047	4.312973	1240209	4.26
1129	4.315657	1240209	4.51
199	4.338981	1240209	4.54
1170	4.34542933333333	1240209	4.77
1502	4.395571	1240209	4.38
286	4.41432566666667	1240209	4.44
253	4.418656	1240209	4.21
288	4.43691066666667	1240209	4.67
224	4.53649833333333	1240209	4.66
1241	4.54766033333333	1240209	5.08
176	4.57197666666666	1240209	4.11
1042	4.645621	1240209	5.04
345	4.70003466666667	1240209	4.47
1030	4.72014900000001	1240209	5.13
1043	4.72294166666666	1240209	5.11
258	4.72313166666667	1240209	4.94
1373	4.73340933333333	1240209	4.99
205	4.81995366666667	1240209	4.95
177	4.82399100000001	1240209	5.17
1194	4.85131666666666	1240209	5.08
265	4.855415	1240209	4.73
1036	4.85752600000001	1240209	5.21
1371	4.88358266666666	1240209	5.08
1039	4.90948199999999	1240209	5.18
192	4.945162	1240209	5.14
341	4.96877133333333	1240209	4.72
230	5.010932	1240209	4.71
229	5.10837866666666	1240209	5.49
231	5.14328100000001	1240209	5.13
238	5.291152	1240209	5.59
147	5.30115866666666	1240209	5.66
290	5.35770733333333	1240209	5.61
266	5.49296033333334	1240209	5.4
193	5.51182433333333	1240209	5.6
1375	5.58284366666666	1240209	5.62
1114	6.553098	1240209	6.77
196	9.90430366666665	1240209	9.87
