DRUG_ID	ic50_pred	COSMIC_ID	LN_IC50
1007	-3.144678	906839	-3.27
197	-2.86064533333334	906839	-3.22
312	-0.305677333333335	906839	-0.93
140	0.0817976666666668	906839	0.64
1261	0.509203	906839	1.12
1230	0.668835333333332	906839	1.13
208	0.718085333333334	906839	1.27
155	0.953617666666665	906839	1.09
1008	1.63157433333333	906839	1.9
1529	1.78237066666666	906839	1.99
1006	1.838758	906839	1.76
1032	2.08246433333333	906839	2.11
1029	2.09676666666667	906839	1.96
1010	2.16241566666667	906839	2.58
1264	2.33766166666667	906839	2.67
166	2.47072500000001	906839	2.69
1053	2.59501599999999	906839	3.04
150	2.60818600000001	906839	2.41
1038	2.62335566666666	906839	2.92
1050	2.66886666666667	906839	2.58
163	2.68430466666666	906839	2.52
133	2.71341	906839	3.14
135	3.007691	906839	3.08
1262	3.03028633333333	906839	3.43
158	3.099565	906839	3.18
156	3.14289566666667	906839	3.43
202	3.20033066666667	906839	3.67
157	3.204857	906839	3.22
1013	3.21506566666666	906839	3.32
1011	3.38824333333333	906839	3.61
1268	3.39337100000001	906839	3.16
1091	3.41059033333333	906839	3.6
175	3.427383	906839	3.51
154	3.50357066666667	906839	3.9
1259	3.54025233333334	906839	3.64
262	3.54803933333333	906839	3.17
1049	3.56335733333334	906839	4.13
1023	3.597854	906839	4.01
1046	3.60017866666666	906839	4.29
1072	3.61917233333333	906839	3.28
1019	3.65954333333333	906839	4.34
1005	3.70113666666667	906839	3.91
1241	3.77679266666667	906839	3.89
261	3.80443099999999	906839	3.62
260	3.83196833333333	906839	3.46
1028	3.84375433333332	906839	4.34
1067	3.89089066666666	906839	3.55
329	3.92174300000001	906839	3.71
281	4.09551366666666	906839	3.87
257	4.14168566666667	906839	4.21
301	4.17092566666666	906839	4.31
1495	4.25955366666666	906839	4.36
1170	4.34630966666666	906839	4.62
288	4.374275	906839	4.04
207	4.37475333333333	906839	4.98
1373	4.42655300000001	906839	4.44
279	4.53165600000001	906839	4.38
330	4.53590333333333	906839	4.62
1377	4.544953	906839	4.51
1030	4.58699266666666	906839	4.57
1052	4.61160166666667	906839	5.14
1020	4.62165033333334	906839	4.94
1199	4.65335033333333	906839	5.02
1502	4.687216	906839	4.82
206	4.73254166666667	906839	4.93
1018	4.74771766666666	906839	5.22
1017	4.76734033333333	906839	5.25
1043	4.78419666666668	906839	4.94
271	4.80457433333334	906839	5.26
287	4.86420066666667	906839	4.8
286	4.88767566666666	906839	4.79
1061	4.90505300000001	906839	5.26
192	4.957688	906839	4.97
1371	4.96795733333333	906839	5.34
258	4.97309533333334	906839	5.05
300	4.980737	906839	5.01
134	5.058266	906839	5.26
1025	5.06405566666667	906839	5.39
309	5.11881999999999	906839	5.06
1036	5.13350233333334	906839	5.43
1194	5.181343	906839	5.7
1042	5.19420933333333	906839	5.83
1039	5.23149633333333	906839	5.43
290	5.252181	906839	5.18
151	5.32907566666667	906839	5.73
291	5.350456	906839	5.16
230	5.35858133333334	906839	5.51
1033	5.37426533333332	906839	5.74
1009	5.39330766666667	906839	5.93
293	5.41320900000001	906839	5.94
326	5.43301100000001	906839	5.96
203	5.458623	906839	6
205	5.47910499999998	906839	5.87
147	5.51512799999999	906839	5.7
333	5.56348466666665	906839	5.97
179	5.57475666666667	906839	5.5
238	5.57591066666667	906839	6.01
255	5.58284366666667	906839	5.96
204	5.62972033333334	906839	6.21
177	5.68778999999999	906839	5.85
263	5.80828233333334	906839	5.98
304	5.83821666666668	906839	6.4
265	5.84683166666666	906839	6.58
345	5.86516466666665	906839	6.43
172	5.88609966666665	906839	6.24
341	5.920949	906839	6.19
221	5.94398933333332	906839	6.6
231	6.09254499999999	906839	6.64
266	6.13436733333335	906839	6.4
193	6.21009399999998	906839	6.6
1375	6.29746499999999	906839	6.58
1114	6.41892533333333	906839	6.64
1001	9.924495	906839	10.47
