DRUG_ID	ic50_pred	COSMIC_ID	LN_IC50
1007	-3.60183366666667	1240125	-3.89
197	-2.44695233333333	1240125	-2.3
201	-1.00216233333333	1240125	-0.78
1016	-0.909900666666669	1240125	-1.22
283	-0.640543333333334	1240125	-0.71
140	-0.605226666666667	1240125	-0.38
1261	-0.589843333333334	1240125	-1.24
1057	-0.445344666666666	1240125	-0.69
1008	-0.319082666666666	1240125	-1.13
208	-0.0790363333333333	1240125	0.02
1230	0.134002	1240125	0.29
312	0.466195333333334	1240125	0.58
252	1.243208	1240125	0.43
1026	1.25358266666666	1240125	1.14
133	1.266324	1240125	0.9
155	1.374923	1240125	1.66
1264	1.38173166666667	1240125	0.99
1248	1.42712733333334	1240125	1.07
1059	1.44941633333334	1240125	1.47
1010	1.598951	1240125	1.53
153	1.735104	1240125	2.01
1029	1.81374400000001	1240125	0.98
328	1.829598	1240125	1.38
1032	1.92649033333333	1240125	1.99
163	1.963636	1240125	1.56
1218	1.97797466666666	1240125	1.43
1023	2.05377199999999	1240125	1.15
1006	2.06830866666667	1240125	2.21
157	2.14690666666667	1240125	2.08
1021	2.171693	1240125	1.65
1038	2.21056666666667	1240125	2
166	2.28006566666667	1240125	2.34
1262	2.281763	1240125	1.99
1053	2.29926733333333	1240125	2.02
1054	2.33832966666667	1240125	1.6
277	2.45598933333333	1240125	2.43
1527	2.499408	1240125	2.46
254	2.51497966666667	1240125	2.63
135	2.52512466666667	1240125	2.71
202	2.639974	1240125	2.71
150	2.69841966666667	1240125	2.71
175	2.74081266666667	1240125	2.39
346	2.74535933333333	1240125	2.54
1066	2.855986	1240125	2.73
185	2.885091	1240125	3.02
1091	2.948248	1240125	2.83
1142	2.95227266666667	1240125	2.94
159	3.096766	1240125	3.21
223	3.097537	1240125	2.96
1242	3.11823333333333	1240125	3.01
1013	3.13676333333334	1240125	3.38
158	3.158875	1240125	3.4
1028	3.16978	1240125	3.38
1052	3.17720566666667	1240125	2.67
154	3.18264966666667	1240125	3.48
1049	3.18879700000001	1240125	3.38
1019	3.19226566666667	1240125	3.38
1259	3.20427733333333	1240125	3.02
282	3.21846633333334	1240125	3.2
1005	3.22777766666667	1240125	3.21
262	3.24653933333333	1240125	3.08
226	3.26959233333332	1240125	3.37
171	3.28949533333332	1240125	3.62
295	3.32402933333333	1240125	2.74
1058	3.452463	1240125	3.75
302	3.48826166666667	1240125	2.94
308	3.526648	1240125	3.18
1037	3.52675133333334	1240125	3.66
