DRUG_ID	ic50_pred	COSMIC_ID	LN_IC50
197	-2.65670466666666	909770	-2.54
1057	-1.026935	909770	-1.4
1008	-0.489154	909770	-0.69
208	-0.479702	909770	-0.41
194	-0.346233333333333	909770	-1.35
1031	-0.263651	909770	-0.48
283	-0.118636	909770	0.32
1230	0.0624796666666668	909770	-0.04
1016	0.0704766666666667	909770	0.21
312	0.296448	909770	0.18
133	0.880934666666667	909770	0.72
1529	1.024567	909770	0.6
1010	1.144169	909770	1.06
153	1.20907733333333	909770	1.63
155	1.34605833333333	909770	1.63
1032	1.38053466666667	909770	1.45
252	1.435649	909770	1.39
1011	1.501506	909770	0.73
1264	1.602372	909770	1.51
1006	1.869171	909770	1.75
1218	1.90738900000001	909770	1.32
163	1.974748	909770	1.73
1498	2.09821433333334	909770	1.73
277	2.18791666666667	909770	2.01
166	2.21975233333333	909770	2.16
1021	2.23200033333333	909770	1.84
1262	2.243295	909770	2.11
202	2.25998766666667	909770	2.34
1058	2.29632833333333	909770	1.91
254	2.30015133333333	909770	2.4
150	2.30211333333334	909770	2.16
1019	2.37025433333334	909770	2.48
184	2.39163166666667	909770	2.41
1038	2.41325433333333	909770	2.4
158	2.47699533333333	909770	2.67
1037	2.48069466666667	909770	2
1527	2.48225966666667	909770	2.3
164	2.48567233333333	909770	2.28
175	2.53019633333333	909770	2.4
1023	2.57126333333333	909770	2.55
308	2.57663600000001	909770	2.19
1050	2.584433	909770	2.56
207	2.642199	909770	2.26
262	2.72150066666666	909770	2.36
185	2.742369	909770	2.49
1046	2.75905033333333	909770	2.99
1242	2.761184	909770	2.58
282	2.82574433333333	909770	3.14
1192	2.85533333333333	909770	2.61
1029	2.85998933333333	909770	2.83
1013	2.89979699999999	909770	3.05
1091	2.92681166666667	909770	2.98
226	2.92757733333333	909770	3.25
171	2.92770566666667	909770	3.17
257	2.931591	909770	2.34
235	2.96930266666667	909770	2.76
1049	3.002524	909770	2.9
223	3.01237599999999	909770	3.35
1028	3.04590733333333	909770	3.05
249	3.10644633333333	909770	3.06
295	3.10909533333333	909770	2.67
154	3.11536066666667	909770	2.96
228	3.22488733333334	909770	2.99
271	3.274501	909770	2.94
225	3.27899766666667	909770	2.89
152	3.298135	909770	3.09
1129	3.30845433333333	909770	2.92
1054	3.31802666666667	909770	3.75
151	3.36154066666666	909770	3.11
203	3.37461033333334	909770	3.19
287	3.38962799999999	909770	3.11
1170	3.42181333333333	909770	3.35
1053	3.43651766666667	909770	3.76
1199	3.46371566666666	909770	3.12
1268	3.49521366666667	909770	3.22
1133	3.50681433333333	909770	3.51
1062	3.54442766666667	909770	3.76
1030	3.60150599999999	909770	3.31
1175	3.61954966666667	909770	3.59
298	3.62260533333334	909770	3.44
260	3.62832333333333	909770	3.61
1066	3.65651900000001	909770	3.92
1072	3.65705533333334	909770	3.72
1005	3.65743733333333	909770	3.68
294	3.68070666666666	909770	3.09
1219	3.689366	909770	3.48
1067	3.69815333333334	909770	3.39
326	3.72625666666666	909770	3.37
159	3.73071833333333	909770	4.01
1259	3.73718233333333	909770	3.57
156	3.74003933333333	909770	4
1373	3.747006	909770	3.62
1017	3.75004666666666	909770	3.87
306	3.79672266666666	909770	4.04
1061	3.79780266666667	909770	3.94
330	3.82205333333333	909770	4.01
253	3.82850733333333	909770	3.35
1052	3.83191066666667	909770	3.95
1069	3.840397	909770	3.96
293	3.84744933333333	909770	3.42
261	3.85474566666667	909770	3.88
177	3.861029	909770	3.52
281	3.86748	909770	4.01
172	3.88223499999999	909770	3.62
1194	3.88974733333334	909770	3.45
1377	3.89136366666667	909770	3.7
1018	3.898332	909770	3.95
134	3.91027666666666	909770	3.76
1020	3.91248733333334	909770	3.98
331	3.96216133333334	909770	4.48
186	3.96626633333333	909770	4.08
258	3.96998866666666	909770	3.76
1009	4.007241	909770	3.82
1495	4.04291733333333	909770	4.04
256	4.04642833333333	909770	4.37
286	4.059011	909770	3.92
206	4.06933599999999	909770	4.03
299	4.08982333333334	909770	3.92
199	4.11580766666667	909770	4.21
1502	4.13895499999999	909770	3.61
1241	4.16070033333334	909770	3.92
301	4.18813	909770	4.51
1371	4.19561333333334	909770	3.94
1039	4.20604099999999	909770	4.12
229	4.24203633333333	909770	4.34
300	4.258681	909770	4.51
204	4.26948199999999	909770	4.09
292	4.27291733333333	909770	4.33
302	4.27389266666666	909770	4.59
1047	4.27755633333334	909770	4.44
222	4.28536533333333	909770	4.5
224	4.29018433333333	909770	4.33
333	4.30596599999999	909770	4.35
291	4.313534	909770	4.26
1036	4.31772633333333	909770	4.33
205	4.33437066666667	909770	4.19
211	4.35196533333334	909770	4.42
288	4.352244	909770	4.47
179	4.39499033333334	909770	4.13
1025	4.46103466666666	909770	4.49
1033	4.49631066666666	909770	4.37
329	4.497208	909770	4.57
279	4.51259066666667	909770	4.46
1042	4.54677633333334	909770	4.68
221	4.56800633333333	909770	4.99
1043	4.56883866666666	909770	4.37
345	4.57537633333332	909770	4.12
305	4.58705866666666	909770	4.5
147	4.59103	909770	4.27
176	4.59602399999999	909770	4.3
344	4.61142766666667	909770	4.39
290	4.63184666666667	909770	4.36
275	4.650895	909770	4.53
304	4.68968666666667	909770	4.8
332	4.709609	909770	4.7
265	4.80518366666666	909770	4.78
192	4.85132766666666	909770	4.91
238	4.88379766666667	909770	4.92
263	4.893441	909770	4.93
341	4.89979533333333	909770	4.58
245	4.93565833333333	909770	4.86
230	5.00688333333333	909770	4.85
269	5.034984	909770	5.31
1236	5.05267499999999	909770	5.31
309	5.12621433333332	909770	5.37
