DRUG_ID	ic50_pred	COSMIC_ID	LN_IC50
197	-3.02101433333333	687452	-3.25
1230	-0.370367333333334	687452	-0.84
1032	0.133888333333333	687452	-0.6
1060	0.262110666666666	687452	0.49
312	0.268230333333333	687452	0.21
1372	0.602348666666666	687452	0.28
155	0.622692666666668	687452	0.36
1010	1.08468866666667	687452	0.42
1011	1.53076966666667	687452	1.04
1046	1.55670866666667	687452	1.07
1264	1.63513033333333	687452	1.49
166	1.76118933333333	687452	1.54
1021	1.78669166666666	687452	0.81
1218	1.883109	687452	1.39
277	1.95370533333333	687452	1.68
185	2.10941833333334	687452	1.23
1014	2.11428833333334	687452	1.72
1053	2.17113433333333	687452	1.92
254	2.197468	687452	1.96
175	2.23705633333334	687452	1.72
202	2.29186833333333	687452	2.28
310	2.311634	687452	1.82
1262	2.32257133333334	687452	2.19
1029	2.33767899999999	687452	2.05
1038	2.37235700000001	687452	2.22
150	2.47377933333333	687452	2.27
1526	2.54047166666667	687452	2.42
1498	2.74996699999999	687452	2.87
1066	2.77553833333334	687452	2.69
1017	2.79636966666667	687452	1.88
178	2.822362	687452	2.11
1091	2.85423066666667	687452	2.96
1023	2.888151	687452	2.86
1049	2.893425	687452	2.93
262	2.906258	687452	2.49
1175	2.922504	687452	2.23
228	2.97638266666667	687452	2.35
1013	2.99937233333334	687452	2.96
171	3.03422633333334	687452	3.2
1015	3.05029033333333	687452	2.79
1028	3.057406	687452	2.96
249	3.06194766666667	687452	2.89
1219	3.115883	687452	2.33
156	3.16710666666667	687452	3.16
154	3.19498566666667	687452	3.2
1062	3.20154333333334	687452	3.16
1036	3.239924	687452	2.86
1268	3.28865966666667	687452	3.24
1199	3.35349966666667	687452	3.24
1495	3.37364733333334	687452	3.16
1069	3.40101466666666	687452	2.78
1054	3.40541766666667	687452	3.54
329	3.42634966666668	687452	2.7
326	3.44243766666667	687452	2.65
300	3.48921833333333	687452	2.8
261	3.52023166666667	687452	3.29
1025	3.560337	687452	2.82
1061	3.572649	687452	3.22
1030	3.57727533333334	687452	3.19
1072	3.66857333333334	687452	3.63
287	3.70742666666667	687452	3.24
199	3.75644266666668	687452	3.64
1371	3.76118666666667	687452	3.4
288	3.77674666666667	687452	2.96
186	3.797356	687452	3.54
281	3.81740833333333	687452	3.68
1067	3.84331566666667	687452	3.69
1241	3.87073866666667	687452	3.48
304	3.87226266666666	687452	3.05
1129	3.898278	687452	3.75
292	3.91945366666667	687452	3.17
1020	3.92847699999999	687452	3.86
1018	3.93903466666666	687452	3.87
271	4.00641933333334	687452	3.89
309	4.06626733333333	687452	3.51
206	4.06804600000001	687452	3.92
1194	4.07264233333333	687452	3.74
1043	4.08486266666666	687452	3.85
211	4.088686	687452	3.71
1373	4.09037333333333	687452	4.03
298	4.13125066666667	687452	4.01
255	4.14031566666666	687452	4.06
293	4.20774666666667	687452	3.76
1047	4.24534700000001	687452	4.19
221	4.27795766666667	687452	3.73
265	4.306585	687452	3.51
279	4.31506766666667	687452	4.25
253	4.34330266666668	687452	4.13
258	4.38127433333333	687452	4.15
1042	4.38804366666667	687452	4.45
1009	4.38925433333333	687452	4.36
1033	4.39370699999999	687452	4.11
192	4.40439233333333	687452	4.28
230	4.43358499999999	687452	3.8
238	4.43446166666667	687452	4.2
1502	4.435468	687452	4.28
1236	4.43891433333334	687452	4.13
1039	4.50076166666667	687452	4.4
286	4.52288533333333	687452	4.58
205	4.57278866666667	687452	4.59
333	4.63211633333333	687452	4.59
332	4.683047	687452	4.59
290	4.74433733333333	687452	4.31
193	4.824186	687452	4.36
344	4.86499133333333	687452	4.37
263	4.87566933333334	687452	4.66
345	4.965501	687452	4.91
147	5.00199833333334	687452	4.82
1375	5.11779433333333	687452	5
231	5.18024900000001	687452	5.19
341	5.36364033333334	687452	5.26
266	5.404258	687452	5.22
1114	5.64126633333333	687452	5.2
1001	8.41952	687452	8.02
196	9.98397166666668	687452	9.8
